日期,星期,開盤,收盤,近月,遠月,小散戶,微散戶,結算近-散戶,主力,籌碼,信號,操作
2024/12/30,一,23202,23177,-35945,-37443,5252.0,6237.0,-41197,-30210.5,29074.5,⬇️空方 ⚠️危險,觀望
2024/12/31,二,22998,23041,-46310,-47374,2591.0,14846.0,-48901,-41124.0,12976.0,⬇️空方 ⚠️危險,觀望
2025/01/02,四,22935,22842,-49920,-50951,8152.0,24251.0,-58072,-57878.5,-27936.5,⬇️空方 ⚠️危險,觀望
2025/01/03,五,22935,22977,-42832,-43779,619.0,12457.0,-43451,-34965.5,-34965.5,⬇️空方 ⚠️危險,觀望
2025/01/06,一,23222,23609,-23635,-24775,-6390.0,-7112.0,-17245,1114.5,16902.0,↗️弱多,觀望
2025/01/07,二,23965,23752,-14849,-15893,-7171.0,-3591.0,-7678,2815.5,33026.0,↗️弱多,觀望
2025/01/08,三,23549,23450,-39701,-42107,5651.0,8289.0,-45352,-34993.5,6130.5,⬇️空方 ⚠️危險,觀望
2025/01/09,四,23258,23105,-45851,-53388,9449.0,20207.0,-55300,-56350.0,1528.5,⬇️空方 ⚠️危險,觀望
2025/01/10,五,23083,23049,-39604,-56197,9718.0,22331.0,-49322,-60147.5,-25182.0,🔴翻空,觀望
2025/01/13,一,22960,22535,-38175,-57301,15719.0,32005.0,-53894,-76374.5,-77489.0,⬇️空方 ⚠️危險,觀望
2025/01/14,二,22594,22750,-28072,-43924,13119.0,24466.0,-41191,-59547.0,-62362.5,⬇️空方 ⚠️危險,觀望
2025/01/15,三,22728,22519,-31848,-32893,12192.0,24385.0,-44040,-53023.5,-18030.0,⬇️空方 ⚠️危險,觀望
2025/01/16,四,23080,23031,-27086,-28539,5126.0,16124.0,-32212,-35519.5,20830.5,⬇️空方 ⚠️危險,觀望
2025/01/17,五,23277,23190,-8106,-9602,7127.0,16807.0,-15233,-28735.0,31412.5,⬇️空方 ⚠️危險,觀望
2025/01/20,一,23249,23346,-18160,-19679,9677.0,12137.0,-27837,-31653.5,44721.0,⬇️空方 ⚠️危險,觀望
2025/01/21,二,23426,23365,-13159,-14006,5443.0,14152.0,-18602,-26598.0,32949.0,⬇️空方 ⚠️危險,觀望
2025/01/22,三,23600,23698,-9701,-11832,-52.0,10862.0,-9649,-16726.0,36297.5,⬇️空方,觀望
2025/02/03,一,22680,22598,-23978,-25589,11694.0,29369.0,-35672,-53857.5,-18338.0,⬇️空方 ⚠️危險,觀望
2025/02/04,二,22919,22822,-7768,-10723,6271.0,24557.0,-14039,-36189.5,-7454.5,⬇️空方 ⚠️危險,觀望
2025/02/05,三,23077,23133,-3327,-5833,6080.0,16786.0,-9407,-25782.5,5871.0,⬇️空方 ⚠️危險,觀望
2025/02/06,四,23355,23290,3828,84,4547.0,16229.0,-719,-20734.0,5864.0,⬇️空方 ⚠️危險,觀望
2025/02/07,五,23285,23431,1943,-1546,2070.0,11984.0,-127,-14827.0,1899.0,⬇️空方 ⚠️危險,觀望
2025/02/10,一,23324,23246,2101,-576,6419.0,18317.0,-4318,-25024.0,28833.5,⬇️空方 ⚠️危險,觀望
2025/02/11,二,23391,23335,-950,-3169,4601.0,17013.0,-5551,-23198.5,12991.0,⬇️空方 ⚠️危險,觀望
2025/02/12,三,23429,23315,-902,-2677,3165.0,15411.0,-4067,-19914.5,5868.0,⬇️空方 ⚠️危險,觀望
2025/02/13,四,23435,23399,-3762,-10046,1507.0,19131.0,-5269,-25661.0,-4927.0,⬇️空方 ⚠️危險,觀望
2025/02/14,五,23338,23179,-572,-16933,10158.0,33449.0,-10730,-52073.5,-37246.5,⬇️空方 ⚠️危險,觀望
2025/02/17,一,23286,23504,-5182,-418,-1038.0,11986.0,-4144,-11157.0,13867.0,⬇️空方,觀望
2025/02/18,二,23570,23649,-11885,-13789,-2974.0,8992.0,-8911,-12912.5,10286.0,⬇️空方,觀望
2025/02/19,三,23568,23608,1461,1819,4633.0,-5143.0,-3172,1419.5,21334.0,↗️弱多,觀望
2025/02/20,四,23505,23538,966,2733,9021.0,184.0,-8055,-7838.5,17822.5,⬇️空方 ⚠️危險,觀望
2025/02/21,五,23533,23745,6466,6693,3038.0,-9790.0,3428,10098.5,62172.0,🟢翻多,👉 隔天進場
2025/02/24,一,23549,23558,-16720,-15663,5766.0,-746.0,-22486,-12851.5,-1694.5,⬇️空方 ⚠️危險,續抱
2025/02/25,二,23231,23299,-26353,-26256,7327.0,10907.0,-33680,-31362.0,-18449.5,⬇️空方 ⚠️危險,續抱
2025/02/26,三,23150,23421,-25365,-27061,5382.0,3330.0,-30747,-22242.5,-23662.0,🔴翻空,👉 隔天出場
2025/02/27,四,23374,23196,-19828,-23162,10201.0,10826.0,-30029,-32608.0,-24769.5,⬇️空方 ⚠️危險,觀望
2025/03/03,一,22650,22718,-37972,-42155,14036.0,25492.0,-52008,-60605.5,-70704.0,⬇️空方 ⚠️危險,觀望
2025/03/04,二,22242,22588,-23660,-27754,12276.0,19215.0,-35936,-45368.0,-32516.5,⬇️空方 ⚠️危險,觀望
2025/03/05,三,22659,22888,-13491,-18653,7737.0,8967.0,-21228,-26030.5,5331.5,⬇️空方 ⚠️危險,觀望
2025/03/06,四,22991,22763,-7515,-13953,13817.0,17407.0,-21332,-38200.5,-15958.0,⬇️空方 ⚠️危險,觀望
2025/03/07,五,22499,22520,-12938,-16083,16376.0,22726.0,-29314,-47143.5,-14535.5,⬇️空方 ⚠️危險,觀望
2025/03/10,一,22456,22446,-17831,-24544,11832.0,24737.0,-29663,-48841.0,11764.5,⬇️空方 ⚠️危險,觀望
2025/03/11,二,21868,22031,-25844,-33351,12247.0,28177.0,-38091,-57099.5,-11731.5,⬇️空方 ⚠️危險,觀望
2025/03/12,三,22101,22232,-13403,-17183,7147.0,17802.0,-20550,-33540.5,-7510.0,⬇️空方 ⚠️危險,觀望
2025/03/13,四,22445,21920,-4308,-7640,7561.0,21610.0,-11869,-32991.0,5209.5,⬇️空方 ⚠️危險,觀望
2025/03/14,五,22120,21961,-2239,-5623,6565.0,20862.0,-8804,-30238.5,16905.0,⬇️空方 ⚠️危險,觀望
2025/03/17,一,22161,22158,-14165,-5898,6304.0,13748.0,-20469,-23001.0,25840.0,⬇️空方 ⚠️危險,觀望
2025/03/18,二,22373,22230,-25677,-8742,3722.0,15231.0,-29399,-23324.0,33775.5,⬇️空方 ⚠️危險,觀望
2025/03/19,三,22238,21964,3216,2677,12504.0,23774.0,-9288,-34939.5,-1399.0,⬇️空方 ⚠️危險,觀望
2025/03/20,四,22236,22365,16870,17352,2536.0,10103.0,14334,-3963.0,29028.0,⬇️空方 ⚠️危險,觀望
2025/03/21,五,22323,22177,10960,9867,9915.0,19011.0,1045,-23992.5,6246.0,⬇️空方 ⚠️危險,觀望
2025/03/24,一,22302,22160,4005,3222,12203.0,20691.0,-8198,-31283.0,-8282.0,⬇️空方 ⚠️危險,觀望
2025/03/25,二,22330,22298,16865,17293,8321.0,13222.0,8544,-12896.5,10427.5,⬇️空方 ⚠️危險,觀望
2025/03/26,三,22409,22305,14463,14855,8401.0,13895.0,6062,-14868.5,20071.0,⬇️空方 ⚠️危險,觀望
2025/03/27,四,22031,21968,-339,-1097,14187.0,30255.0,-14526,-44990.5,-41027.5,⬇️空方 ⚠️危險,觀望
2025/03/28,五,21750,21603,1599,3291,16216.0,38454.0,-14617,-53024.5,-29032.0,⬇️空方 ⚠️危險,觀望
2025/03/31,一,20856,20769,20470,20154,12993.0,35846.0,7477,-38762.0,-7479.0,⬇️空方 ⚠️危險,觀望
2025/04/01,二,21000,21181,30664,30773,6997.0,19761.0,23667,-11371.5,1525.0,⬇️空方 ⚠️危險,觀望
2025/04/02,三,21273,21304,36872,37424,4836.0,15792.0,32036,-1916.0,12952.5,⬇️空方 ⚠️危險,觀望
2025/04/07,一,19167,19167,35184,34500,10037.0,13529.0,25147,-6316.0,38674.5,⬇️空方 ⚠️危險,觀望
2025/04/08,二,18596,18190,13434,13676,8301.0,16554.0,5133,-18017.0,35007.5,⬇️空方 ⚠️危險,觀望
2025/04/09,三,17846,17204,19395,16085,10424.0,28485.0,8971,-30866.5,7895.5,⬇️空方 ⚠️危險,觀望
2025/04/10,四,18902,18902,31241,35415,-2145.0,7103.0,33386,12749.5,24121.0,🟢翻多,👉 隔天進場
2025/04/11,五,18560,19524,52059,54115,-682.0,3798.0,52741,23941.5,25857.5,⬆️多方 💪最強,續抱
2025/04/14,一,19800,19491,36076,40986,5633.0,9745.0,30443,5115.0,11431.0,⬆️多方,續抱
2025/04/15,二,19585,19798,24319,34556,-1600.0,-4356.0,25919,23234.0,41251.0,⬆️多方 💪最強,續抱
2025/04/16,三,19601,19548,21684,24536,8793.0,12681.0,12891,-9206.0,21660.5,⬇️空方 ⚠️危險,續抱
2025/04/17,四,19243,19369,25189,25581,5989.0,7271.0,19200,-469.5,-13219.0,⬇️空方 ⚠️危險,續抱
2025/04/18,五,19380,19330,24345,25577,7940.0,8183.0,16405,-3334.5,-27276.0,🔴翻空,👉 隔天出場
2025/04/21,一,19347,19099,26295,26417,8088.0,14082.0,18207,-8961.5,-14076.5,⬇️空方 ⚠️危險,觀望
2025/04/22,二,18945,18797,19344,18432,8148.0,18682.0,11196,-17614.0,-40848.0,⬇️空方 ⚠️危險,觀望
2025/04/23,三,19250,19554,28638,27676,-3991.0,-5332.0,32629,23161.0,32367.0,🟢翻多,👉 隔天進場
2025/04/24,四,19636,19466,33402,32246,-267.0,2868.0,33669,13522.0,13991.5,⬆️多方 💪最強,續抱
2025/04/25,五,19980,19873,41236,39763,218.0,-9999.0,41018,29662.5,32997.0,⬆️多方,續抱
2025/04/28,一,19965,19965,35911,35319,2401.0,-6641.0,33510,21899.5,30861.0,⬆️多方,續抱
2025/04/29,二,19980,20154,35798,33955,1533.0,-9508.0,34265,24952.5,42566.5,⬆️多方,續抱
2025/04/30,三,20091,20149,47245,45896,-2127.0,-8780.0,49372,33855.0,10694.0,⬆️多方 💪最強,續抱
2025/05/02,五,20488,20677,48661,49936,-7879.0,-18602.0,56540,51449.0,37927.0,⬆️多方 💪最強,續抱
2025/05/05,一,20757,20404,41359,38179,4191.0,1723.0,37168,13175.5,-16487.0,⬆️多方,續抱
2025/05/06,二,20150,20337,32752,29278,-768.0,1228.0,33520,14179.0,-7720.5,⬆️多方 💪最強,續抱
2025/05/07,三,20440,20381,30658,26772,-2272.0,-1013.0,32930,16671.0,-8281.5,⬆️多方 💪最強,續抱
2025/05/08,四,20475,20575,34708,31220,-6822.0,-7395.0,41530,29827.0,-4028.0,⬆️多方 💪最強,續抱
2025/05/09,五,20649,20848,35189,31465,-7868.0,-12639.0,43057,36239.5,-15209.5,⬆️多方 💪最強,續抱
2025/05/12,一,21015,21066,28220,23049,-2699.0,-10381.0,30919,24604.5,11429.0,⬆️多方 💪最強,續抱
2025/05/13,二,21421,21360,33593,29712,-6451.0,-11697.0,40044,33004.0,18825.0,⬆️多方 💪最強,續抱
2025/05/14,三,21677,21768,44488,37222,-12701.0,-19748.0,57189,51060.0,34389.0,⬆️多方 💪最強,續抱
2025/05/15,四,21776,21694,46136,39921,-11265.0,-16245.0,57401,47470.5,17643.5,⬆️多方 💪最強,續抱
2025/05/16,五,21775,21821,40561,31174,-11505.0,-17765.0,52066,44857.0,8617.5,⬆️多方 💪最強,續抱
2025/05/19,一,21682,21538,27362,34689,-4599.0,-4895.0,31961,26838.5,2234.0,⬆️多方 💪最強,續抱
2025/05/20,二,21753,21539,10575,23813,-4310.0,-5195.0,14885,21411.5,-11592.5,⬆️多方 💪最強,續抱
2025/05/21,三,21564,21849,32795,32725,-4368.0,-10595.0,37163,31325.5,-19734.5,⬆️多方 💪最強,續抱
2025/05/22,四,21465,21503,22031,21461,3449.0,-3906.0,18582,11187.5,-36283.0,⬆️多方,續抱
2025/05/23,五,21558,21470,21162,20804,3041.0,-3812.0,18121,11173.0,-33684.0,⬆️多方,續抱
2025/05/26,一,21450,21385,22655,22971,5309.0,450.0,17346,5726.5,-21112.0,⬆️多方,續抱
2025/05/27,二,21403,21233,13151,11593,8682.0,6973.0,4469,-9858.5,-31270.0,⬇️空方 ⚠️危險,續抱
2025/05/28,三,21420,21252,21815,25097,4696.0,6619.0,17119,1233.5,-30092.0,↗️弱多,續抱
2025/05/29,四,21513,21320,3479,1033,7898.0,7686.0,-4419,-15067.5,-26255.0,⬇️空方 ⚠️危險,續抱
2025/06/02,一,20976,20866,8959,6639,7107.0,19688.0,1852,-23475.5,-34648.5,⬇️空方 ⚠️危險,續抱
2025/06/03,二,21034,20971,23471,21981,-1265.0,5283.0,24736,6972.5,1246.0,🟢翻多,續抱
2025/06/04,三,21280,21482,31222,29450,-4504.0,-11877.0,35726,31106.0,40964.5,⬆️多方 💪最強,續抱
2025/06/05,四,21589,21553,35630,33500,-2732.0,-9667.0,38362,29149.0,27915.5,⬆️多方 💪最強,續抱
2025/06/06,五,21599,21578,27340,24974,-218.0,-7421.0,27558,20126.0,35193.5,⬆️多方 💪最強,續抱
2025/06/09,一,21663,21727,23672,25348,151.0,-8453.0,23521,20976.0,44451.5,⬆️多方,續抱
2025/06/10,二,21879,22113,30650,28273,-3901.0,-16448.0,34551,34485.5,27513.0,⬆️多方 💪最強,續抱
2025/06/11,三,22296,22351,31400,29535,-6046.0,-17076.0,37446,37889.5,6783.5,⬆️多方 💪最強,續抱
2025/06/12,四,22315,22252,25104,20064,-930.0,-11898.0,26034,22860.0,-6289.0,⬆️多方 💪最強,續抱
2025/06/13,五,21954,21940,18508,16910,3856.0,-316.0,14652,4915.0,-15211.0,↗️弱多,續抱
2025/06/16,一,22030,22032,17374,11414,2277.0,-1281.0,15097,4711.0,-16265.0,↗️弱多,續抱
2025/06/17,二,22150,22159,17326,6126,1444.0,-855.0,15882,2474.0,-32011.5,↗️弱多,續抱
2025/06/18,三,22109,22308,5206,7110,966.0,-5131.0,4240,7720.0,-30169.5,🟢翻多,續抱
2025/06/19,四,21820,21704,8786,10382,8041.0,5675.0,745,-8525.0,-31385.0,⬇️空方 ⚠️危險,續抱
2025/06/20,五,21635,21653,11778,13004,6599.0,2628.0,5179,-2725.0,-7640.0,⬇️空方 ⚠️危險,續抱
2025/06/23,一,21350,21473,23841,21900,8405.0,7516.0,15436,-4971.0,-9682.0,🔴翻空,👉 隔天出場
2025/06/24,二,21770,21959,26616,26582,2465.0,-6119.0,24151,16945.0,14471.0,🟢翻多,👉 隔天進場
2025/06/25,三,22138,22159,19780,19506,3734.0,-4416.0,16046,10435.0,2715.0,⬆️多方,續抱
2025/06/26,四,22161,22117,11422,11530,5666.0,-3577.0,5756,3676.0,12201.0,↗️弱多,續抱
2025/06/27,五,22197,22121,6029,2366,5034.0,102.0,995,-3953.0,-1228.0,⬇️空方 ⚠️危險,續抱
2025/06/30,一,22239,22145,13361,13308,859.0,-5689.0,12502,11484.0,16455.0,🟢翻多,續抱
2025/07/01,二,22197,22353,9945,10862,-545.0,-14590.0,10490,20566.0,3621.0,⬆️多方 💪最強,續抱
2025/07/02,三,22298,22396,11291,12402,802.0,-15322.0,10489,20721.0,10286.0,⬆️多方,續抱
2025/07/03,四,22568,22675,29355,30980,-2898.0,-25116.0,32253,43504.0,39828.0,⬆️多方 💪最強,續抱
2025/07/04,五,22739,22435,21091,20247,6481.0,-8967.0,14610,12609.5,16562.5,⬆️多方,續抱
2025/07/07,一,22349,22336,10726,12331,6214.0,-8174.0,4512,8125.5,-3358.5,⬆️多方,續抱
2025/07/08,二,22353,22251,7497,5725,7444.0,-4137.0,53,-444.5,-21010.5,⬇️空方 ⚠️危險,續抱
2025/07/09,三,22250,22434,11073,9609,2217.0,-9603.0,8856,12190.5,-8530.5,🟢翻多,續抱
2025/07/10,四,22470,22611,21185,20727,-500.0,-17441.0,21685,28304.5,-15199.5,⬆️多方 💪最強,續抱
2025/07/11,五,22519,22764,21852,26438,-3122.0,-23147.0,24974,39488.0,26878.5,⬆️多方 💪最強,續抱
2025/07/14,一,22670,22551,9798,15190,4280.0,-13850.0,5518,17165.0,9039.5,⬆️多方,續抱
2025/07/15,二,22529,22810,2074,23010,-2172.0,-25273.0,4246,38950.0,39394.5,⬆️多方 💪最強,續抱
2025/07/16,三,22849,23047,31488,31982,-8127.0,-16414.0,39615,40532.0,28341.5,⬆️多方 💪最強,續抱
2025/07/17,四,22958,23148,24899,25815,-6294.0,-17254.0,31193,36455.5,8151.0,⬆️多方 💪最強,續抱
2025/07/18,五,23350,23262,21913,21921,-2106.0,-12467.0,24019,25533.5,-13954.5,⬆️多方 💪最強,續抱
2025/07/21,一,23234,23228,15270,15760,-120.0,-11905.0,15390,19905.0,2740.0,⬆️多方 💪最強,續抱
2025/07/22,二,23241,22990,7750,7910,2642.0,-5080.0,5108,6393.0,-32557.0,⬆️多方,續抱
2025/07/23,三,23006,23186,1264,576,-2112.0,-11431.0,3376,13831.0,-26701.0,⬆️多方 💪最強,續抱
2025/07/24,四,23400,23310,-1132,-2020,-2155.0,-10239.0,1023,11384.0,-25071.5,⬆️多方 💪最強,續抱
2025/07/25,五,23264,23238,-4486,-4930,854.0,-5818.0,-5340,2499.0,-23034.5,↗️弱多,續抱
2025/07/28,一,23368,23392,-4716,-5408,-1355.0,-9937.0,-3361,8588.0,-11317.0,🟢翻多,續抱
2025/07/29,二,23326,23163,-257,1045,85.0,-2466.0,-342,2903.5,-3489.5,↗️弱多,續抱
2025/07/30,三,23213,23361,7686,8784,-6378.0,-16977.0,14064,27747.0,13916.0,🟢翻多,續抱
2025/07/31,四,23497,23589,19362,19602,-6172.0,-22181.0,25534,38154.0,26770.0,⬆️多方 💪最強,續抱
2025/08/01,五,23064,23344,3650,4194,-1908.0,-3961.0,5558,7966.0,5467.0,⬆️多方 💪最強,續抱
2025/08/04,一,23108,23260,7250,8639,-2309.0,-5596.0,9559,12224.5,3636.5,⬆️多方 💪最強,續抱
2025/08/05,二,23446,23575,15105,16880,-11554.0,-19212.0,26659,39206.0,36302.5,⬆️多方 💪最強,續抱
2025/08/06,三,23423,23425,8942,10247,-5388.0,-10804.0,14330,21315.5,-6431.5,⬆️多方 💪最強,續抱
2025/08/07,四,23660,23997,12251,10995,-16285.0,-30569.0,28536,52351.5,14197.5,⬆️多方 💪最強,續抱
2025/08/08,五,24091,23949,7449,9209,-7636.0,-24914.0,15085,37154.5,29188.5,⬆️多方 💪最強,續抱
2025/08/11,一,23973,24162,3993,6795,-11132.0,-26168.0,15125,40697.5,28473.0,⬆️多方 💪最強,續抱
2025/08/12,二,24155,24135,2275,4645,-10106.0,-25858.0,12381,38286.5,-919.5,⬆️多方 💪最強,續抱
2025/08/13,三,24298,24347,3955,455,-12611.0,-27329.0,16566,40167.5,18852.0,⬆️多方 💪最強,續抱
2025/08/14,四,24337,24250,249,3878,-7383.0,-21776.0,7632,31098.0,-21253.5,⬆️多方 💪最強,續抱
2025/08/15,五,24282,24312,-23173,-7981,-6237.0,-22193.0,-16936,24439.5,-12715.0,⬆️多方 💪最強,續抱
2025/08/18,一,24199,24426,-8018,-2350,-12136.0,-29467.0,4118,40428.0,-269.5,⬆️多方 💪最強,續抱
2025/08/19,二,24380,24342,928,-19579,-4460.0,-21928.0,5388,16598.5,-21688.0,⬆️多方 💪最強,續抱
2025/08/20,三,24156,23637,-35249,-33818,8610.0,17688.0,-43859,-43207.0,-83374.5,⬇️空方 ⚠️危險,續抱
2025/08/21,四,23729,23852,-19404,-17317,-1333.0,7254.0,-18071,-14579.5,-45677.5,⬇️空方,續抱
2025/08/22,五,23877,23750,-11361,-9674,-4191.0,5877.0,-7170,-6523.0,-30962.5,🔴翻空,👉 隔天出場
2025/08/25,一,24120,24251,-15643,-11797,-3771.0,-10044.0,-11872,7916.5,-32511.5,🟢翻多,👉 隔天進場
2025/08/26,二,24143,24253,-13843,-9678,970.0,-3265.0,-14813,-2544.0,-19142.5,⬇️空方 ⚠️危險,續抱
2025/08/27,三,24350,24463,-10290,-8385,-4334.0,-12819.0,-5956,12960.5,56167.5,🟢翻多,續抱
2025/08/28,四,24358,24228,-14038,-11699,976.0,598.0,-15014,-7423.5,7156.0,⬇️空方 ⚠️危險,續抱
2025/08/29,五,24401,24267,-11971,-10541,-506.0,70.0,-11465,-4834.5,1688.5,⬇️空方,續抱
2025/09/01,一,24120,24008,-14051,-12355,3793.0,13641.0,-17844,-23611.5,-31528.0,🔴翻空,👉 隔天出場
2025/09/02,二,24083,23965,-7141,-5573,2586.0,10884.0,-9727,-16256.5,-13712.5,⬇️空方 ⚠️危險,觀望
2025/09/03,三,23966,23997,-12236,-10264,3252.0,9363.0,-15488,-17747.0,-30707.5,⬇️空方 ⚠️危險,觀望
2025/09/04,四,24195,24132,-8229,-6742,2175.0,1373.0,-10404,-6919.0,504.5,⬇️空方 ⚠️危險,觀望
2025/09/05,五,24363,24419,-5219,-1540,-6808.0,-11493.0,1589,17531.0,22365.5,🟢翻多,👉 隔天進場
2025/09/08,一,24588,24551,-5785,-1231,-7320.0,-12873.0,1535,19577.5,43189.0,⬆️多方 💪最強,續抱
2025/09/09,二,24725,24802,-1234,3575,-6742.0,-20860.0,5508,29389.5,45646.0,⬆️多方 💪最強,續抱
2025/09/10,三,24970,25178,1793,5991,-12756.0,-27290.0,14549,43041.5,60788.5,⬆️多方 💪最強,續抱
2025/09/11,四,25386,25240,-3921,-854,-8128.0,-24666.0,4207,32367.0,39286.0,⬆️多方 💪最強,續抱
2025/09/12,五,25418,25459,-27584,-11900,-8860.0,-28022.0,-18724,30932.0,13401.0,⬆️多方 💪最強,續抱
2025/09/15,一,25404,25353,-6164,-5726,-4333.0,-20199.0,-1831,21669.0,2091.5,⬆️多方 💪最強,續抱
2025/09/16,二,25420,25629,-1125,-6594,-5580.0,-25670.0,4455,27953.0,-1436.5,⬆️多方 💪最強,續抱
2025/09/17,三,25556,25433,-4264,-3220,2576.0,-6844.0,-6840,2658.0,-40383.5,↗️弱多,續抱
2025/09/18,四,25623,25709,-10182,-9716,-1961.0,-13735.0,-8221,10838.0,-21529.0,🟢翻多,續抱
2025/09/19,五,25850,25671,-3818,-3077,1690.0,-3914.0,-5508,685.5,-30246.5,↗️弱多,續抱
2025/09/22,一,25756,25891,-5791,-4985,-881.0,-9622.0,-4910,8010.5,-13658.5,🟢翻多,續抱
2025/09/23,二,26058,26273,1416,2372,-3881.0,-10723.0,5297,15790.0,-12163.0,⬆️多方 💪最強,續抱
2025/09/24,三,26376,26237,-9259,-8571,4485.0,1769.0,-13744,-10539.5,-13197.5,⬇️空方 ⚠️危險,續抱
2025/09/25,四,26191,26097,-10180,-9799,2664.0,4444.0,-12844,-12007.5,-22845.5,⬇️空方 ⚠️危險,續抱
2025/09/26,五,25944,25669,-24163,-24594,9461.0,20262.0,-33624,-42020.0,-42705.5,🔴翻空,👉 隔天出場
2025/09/30,二,25800,25954,-20842,-20353,3130.0,11667.0,-23972,-24973.5,-32984.0,⬇️空方 ⚠️危險,觀望
2025/10/01,三,26094,26045,-21004,-20463,1937.0,8912.0,-22941,-21080.5,-36870.5,⬇️空方 ⚠️危險,觀望
2025/10/02,四,26459,26431,-22259,-21600,-3403.0,539.0,-18856,-7936.0,2603.5,⬇️空方,觀望
2025/10/03,五,26480,26745,-17667,-18389,-7559.0,-5281.0,-10108,3645.5,15653.0,↗️弱多,觀望
2025/10/07,二,27202,27322,-13808,-13942,-1780.0,-4362.0,-12028,-829.0,41191.0,⬇️空方,觀望
2025/10/08,三,27061,27093,-28529,-31145,4594.0,9059.0,-33123,-29225.5,-4252.0,⬇️空方 ⚠️危險,觀望
2025/10/09,四,27440,27335,-26269,-29618,-1293.0,3455.0,-24976,-16971.0,4109.5,🔴翻空,觀望
2025/10/13,一,26450,26904,-19043,-39864,7125.0,14729.0,-26168,-41786.0,-33850.0,⬇️空方 ⚠️危險,觀望
2025/10/14,二,27269,26718,2301,-23720,5245.0,13697.0,-2944,-30802.0,-34447.5,⬇️空方 ⚠️危險,觀望
2025/10/15,三,26850,27156,-13031,-13246,-3797.0,-7161.0,-9234,4335.0,5164.0,↗️弱多,觀望
2025/10/16,四,27545,27822,-8947,-8833,62.0,-12000.0,-9009,7521.5,36747.0,🟢翻多,👉 隔天進場
2025/10/17,五,27251,27328,-13341,-13938,2220.0,3076.0,-15561,-12265.0,4706.0,⬇️空方 ⚠️危險,續抱
2025/10/20,一,27444,27783,-10736,-10927,-2425.0,-11646.0,-8311,8607.5,50393.5,🟢翻多,續抱
2025/10/21,二,27900,27833,492,-117,-5007.0,-16136.0,5499,21084.5,51886.5,⬆️多方 💪最強,續抱
2025/10/22,三,27690,27704,-20313,-22432,2378.0,-3057.0,-22691,-10537.0,-14872.0,⬇️空方 ⚠️危險,續抱
2025/10/23,四,27385,27556,-17502,-18142,3339.0,-374.0,-20841,-12036.0,-19557.5,⬇️空方 ⚠️危險,續抱
2025/10/27,一,28284,28225,-15773,-15942,-1067.0,-12351.0,-14706,5447.0,17712.0,🟢翻多,續抱
2025/10/28,二,28233,28002,-23858,-25226,4388.0,1549.0,-28246,-18550.0,-27157.5,⬇️空方 ⚠️危險,續抱
2025/10/29,三,28225,28412,-17082,-18895,-2633.0,-15653.0,-14449,8838.5,-12246.0,🟢翻多,續抱
2025/10/30,四,28430,28398,-15553,-17699,-2557.0,-9247.0,-12996,2954.5,13491.5,↗️弱多,續抱
2025/10/31,五,28478,28431,-14424,-17101,-2503.0,-11383.0,-11921,5335.5,17371.5,🟢翻多,續抱
2025/11/03,一,28380,28340,-26180,-28406,-2647.0,-3196.0,-23533,-8360.0,-13807.0,⬇️空方,續抱
2025/11/04,二,28410,28117,-26133,-28669,-2830.0,5470.0,-23303,-16974.5,1575.5,⬇️空方,續抱
2025/11/05,三,27710,27805,-39626,-43809,4835.0,17397.0,-44461,-44136.5,-52975.0,🔴翻空,👉 隔天出場
2025/11/06,四,28010,28034,-31557,-36323,1399.0,8962.0,-32956,-28522.5,-31477.0,⬇️空方 ⚠️危險,觀望
2025/11/07,五,27777,27730,-37837,-46083,5158.0,22088.0,-42995,-50287.5,-55623.0,⬇️空方 ⚠️危險,觀望
2025/11/10,一,27777,28016,-36611,-46332,3062.0,11524.0,-39673,-37752.0,-29392.0,⬇️空方 ⚠️危險,觀望
2025/11/11,二,28149,27780,-37938,-46969,6179.0,20185.0,-44117,-49848.5,-32874.0,⬇️空方 ⚠️危險,觀望
2025/11/12,三,27889,28054,-37420,-42929,1222.0,7545.0,-38642,-30231.5,13905.0,⬇️空方 ⚠️危險,觀望
2025/11/13,四,28038,27980,-35637,-46554,2687.0,18334.0,-38324,-44298.0,-15775.5,⬇️空方 ⚠️危險,觀望
2025/11/14,五,27510,27401,-33458,-48957,6537.0,37122.0,-39995,-68137.5,-17850.0,⬇️空方 ⚠️危險,觀望
2025/11/17,一,27570,27479,-8955,-42166,-219.0,20314.0,-8736,-41178.0,-3426.0,⬇️空方,觀望
2025/11/18,二,27142,26805,-2904,-42486,5884.0,39298.0,-8788,-66425.0,-16576.5,⬇️空方 ⚠️危險,觀望
2025/11/19,三,26807,26615,-25239,-25673,15711.0,29401.0,-40950,-57948.5,-27717.0,⬇️空方 ⚠️危險,觀望
2025/11/20,四,27308,27482,-241,-857,6804.0,6208.0,-7045,-13440.5,30857.5,⬇️空方 ⚠️危險,觀望
2025/11/21,五,26750,26486,-20828,-26163,19319.0,42598.0,-40147,-74998.5,-6861.0,⬇️空方 ⚠️危險,觀望
2025/11/24,一,26705,26615,-8110,-10114,14194.0,29723.0,-22304,-48974.0,-7796.0,⬇️空方 ⚠️危險,觀望
2025/11/25,二,27055,26933,-2581,-4827,13596.0,18553.0,-16177,-34562.5,31862.5,⬇️空方 ⚠️危險,觀望
